datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,location
2012-05-23 22:00:00,4,1,0,1,9.33,19.0,8.0,6.6667,18,7,25,busan
2011-03-16 03:00:00,4,0,1,2,14.0,19.67,4.3333,7.3333,126,18,144,seoul
2012-05-10 07:00:00,4,0,0,1,7.33,12.67,9.3333,4.0,79,3,82,seoul
2012-03-24 19:00:00,2,1,1,2,15.33,11.67,9.0,5.3333,57,2,59,busan
2011-04-09 14:00:00,1,1,0,2,5.33,10.0,8.6667,7.3333,6,15,21,incheon
2011-10-21 08:00:00,4,1,1,3,4.67,12.33,5.3333,5.0,106,12,118,busan
2011-02-07 04:00:00,2,0,0,1,11.33,13.33,4.0,5.3333,77,9,86,busan
2012-06-14 16:00:00,4,0,0,1,14.0,16.67,5.6667,6.0,90,17,107,busan
2012-01-16 12:00:00,3,1,1,1,8.0,19.33,9.3333,4.3333,26,17,43,incheon
2012-01-22 12:00:00,2,0,0,1,15.33,19.67,5.6667,6.6667,50,16,66,incheon
2012-08-15 22:00:00,4,1,0,1,8.67,7.33,6.0,6.0,8,18,26,seoul
2012-10-03 13:00:00,3,1,1,3,10.33,16.67,5.0,4.0,66,5,71,incheon
2011-03-22 07:00:00,2,1,0,3,12.0,8.33,7.6667,4.6667,81,16,97,incheon
2011-12-03 02:00:00,3,0,1,3,10.33,18.67,5.3333,6.0,97,3,100,busan
2012-12-23 01:00:00,4,1,1,1,15.33,19.0,8.3333,10.0,73,15,88,incheon
2011-05-09 19:00:00,3,1,1,3,6.0,20.0,3.6667,9.6667,105,4,109,incheon
2012-05-21 10:00:00,3,1,0,3,14.0,12.0,6.6667,3.6667,12,17,29,busan
2012-01-07 19:00:00,2,1,0,1,5.0,14.33,5.3333,8.0,91,10,101,busan
2012-11-19 16:00:00,4,0,1,1,17.22,21.21,58,16.9979,55,325,380,seoul
2011-09-30 15:00:00,3,1,0,3,11.67,8.0,4.0,7.3333,50,6,56,incheon
2011-07-06 10:00:00,4,0,1,2,7.33,15.67,3.3333,6.6667,100,17,117,busan
2011-08-22 11:00:00,2,1,1,2,5.0,19.0,7.6667,5.6667,93,14,107,incheon
2012-04-29 13:00:00,2,0,0,2,14.0,12.67,7.3333,9.0,26,10,36,busan
2012-01-15 14:00:00,1,0,0,1,8.2,9.09,32,23.9994,25,163,188,seoul
2011-03-07 18:00:00,4,1,1,3,14.67,10.33,10.0,5.6667,67,1,68,busan
2011-04-05 13:00:00,1,0,0,3,13.67,18.67,5.6667,7.6667,37,19,56,incheon
2012-09-08 12:00:00,2,1,1,3,15.0,11.33,4.0,8.0,128,7,135,busan
2011-02-14 11:00:00,1,0,1,1,21.32,25,23,16.9979,10,43,53,seoul
2012-01-08 22:00:00,1,0,0,1,10.66,13.635,60,7.0015,4,54,58,seoul
2011-07-23 22:00:00,1,1,1,2,10.67,11.67,9.3333,8.6667,2,13,15,incheon
2011-03-30 12:00:00,1,1,1,1,4.67,16.67,5.0,10.0,146,9,155,busan
2011-08-12 22:00:00,2,1,1,1,15.0,12.33,4.0,6.3333,23,5,28,incheon
2011-02-09 13:00:00,2,1,0,3,11.33,17.33,9.6667,10.0,31,13,44,busan
2011-02-13 14:00:00,4,0,0,1,10.0,7.33,4.0,3.3333,71,12,83,seoul
2012-01-21 10:00:00,1,1,1,1,7.33,20.0,3.6667,8.0,35,7,42,busan
2011-08-23 16:00:00,3,0,0,1,12.0,11.67,6.3333,9.3333,116,13,129,incheon
2012-10-30 02:00:00,3,0,1,1,12.67,15.0,6.3333,9.6667,39,1,40,seoul
2011-05-02 23:00:00,2,1,1,2,8.67,14.0,9.3333,7.6667,50,19,69,incheon
2011-10-15 16:00:00,3,1,0,2,16.0,14.33,8.0,8.0,123,20,143,busan
2012-09-16 02:00:00,3,1,1,3,13.33,16.0,6.6667,9.6667,87,17,104,busan
2011-11-30 20:00:00,2,0,1,2,7.0,17.67,7.6667,3.3333,71,1,72,incheon
2012-02-13 18:00:00,2,1,1,3,7.0,16.33,3.3333,6.6667,98,16,114,incheon
2012-12-17 12:00:00,4,0,1,2,16.4,20.455,87,0,21,211,232,seoul
2011-07-04 02:00:00,3,1,0,2,11.33,7.0,4.3333,8.3333,93,1,94,busan
2011-10-20 12:00:00,2,1,1,1,6.67,6.67,3.3333,4.6667,109,15,124,busan
2011-03-09 11:00:00,1,1,1,3,8.33,19.33,3.6667,8.6667,110,18,128,busan
2011-11-28 17:00:00,3,1,0,1,12.33,16.0,5.6667,3.3333,9,12,21,incheon
2012-07-17 21:00:00,3,0,0,2,16.67,16.67,10.0,9.0,44,16,60,incheon
2011-03-16 00:00:00,1,1,1,2,5.33,19.0,5.6667,9.6667,101,19,120,busan
2011-09-20 03:00:00,2,0,0,1,10.0,12.67,3.6667,3.6667,62,9,71,busan
2011-07-15 20:00:00,1,0,0,1,14.0,13.33,6.6667,8.6667,145,10,155,incheon
2011-02-21 03:00:00,3,1,0,2,8.33,8.33,8.0,9.6667,12,18,30,busan
2012-12-04 21:00:00,4,0,1,2,20.5,24.24,63,16.9979,28,252,280,seoul
2012-11-01 09:00:00,4,0,1,3,14.76,18.18,57,7.0015,21,310,331,seoul
2012-03-11 10:00:00,1,0,0,1,13.12,15.15,49,19.0012,71,147,218,seoul
2012-04-14 23:00:00,1,0,1,1,10.0,17.0,5.6667,7.0,52,2,54,incheon
2011-08-17 20:00:00,1,0,1,1,10.33,11.33,8.0,10.0,65,2,67,incheon
2011-05-25 05:00:00,3,0,1,2,10.67,15.67,8.6667,5.3333,11,10,21,busan
2012-06-17 08:00:00,2,1,0,3,8.0,11.0,9.0,7.6667,119,6,125,incheon
2012-11-09 05:00:00,4,1,0,3,8.0,11.67,4.0,9.3333,80,16,96,busan
2012-05-09 04:00:00,4,0,0,1,8.67,8.33,4.3333,8.6667,43,11,54,busan
2011-08-12 04:00:00,2,0,1,1,15.33,12.67,6.6667,3.3333,128,16,144,incheon
2011-05-05 00:00:00,4,1,0,1,4.33,14.0,5.3333,3.3333,73,6,79,seoul
2011-09-12 23:00:00,4,1,1,3,9.0,16.33,7.6667,7.3333,16,11,27,incheon
2011-01-06 01:00:00,3,1,0,1,4.67,19.67,4.3333,8.3333,141,8,149,incheon
2011-03-21 13:00:00,3,0,0,1,11.33,14.33,10.0,6.0,121,15,136,incheon
2011-12-01 02:00:00,4,0,1,1,10.66,11.365,56,19.9995,1,8,9,seoul
2011-10-26 06:00:00,2,0,1,3,14.0,7.67,9.3333,7.6667,76,11,87,busan
2012-08-13 16:00:00,3,0,1,1,32.8,35.605,36,6.0032,116,348,464,seoul
2011-05-02 09:00:00,3,1,0,2,7.0,7.67,5.3333,4.6667,146,11,157,incheon
2012-02-15 14:00:00,2,1,1,2,12.33,9.67,6.3333,7.0,5,19,24,busan
2011-12-08 15:00:00,2,0,0,3,10.33,12.33,9.6667,4.3333,27,11,38,busan
2011-11-25 02:00:00,2,0,0,2,13.0,18.0,9.3333,7.6667,31,10,41,busan
2012-01-10 22:00:00,1,0,1,1,12.3,15.15,70,6.0032,10,104,114,seoul
2011-01-04 00:00:00,1,0,1,1,6.56,9.09,55,7.0015,0,5,5,seoul
2012-05-14 03:00:00,3,1,0,1,14.0,16.33,5.6667,7.0,21,10,31,busan
2012-11-20 05:00:00,1,0,1,1,11.33,8.67,5.3333,9.3333,35,14,49,busan
2012-08-28 05:00:00,3,0,0,3,12.0,16.67,7.0,5.3333,69,4,73,seoul
2012-01-05 03:00:00,1,0,1,1,8.2,12.88,61,0,0,4,4,seoul
2011-07-16 17:00:00,1,1,0,1,12.33,8.67,5.0,5.3333,54,1,55,incheon
2011-02-02 01:00:00,3,0,0,2,3.67,13.0,7.3333,6.3333,35,18,53,busan
2011-04-16 22:00:00,2,0,0,3,6.0,17.33,5.3333,8.3333,107,7,114,busan
2011-09-05 17:00:00,4,1,1,2,13.33,8.0,9.3333,4.0,94,16,110,incheon
2011-09-10 10:00:00,4,0,0,3,5.33,12.33,6.3333,9.0,120,11,131,busan
2012-02-18 03:00:00,1,0,0,1,11.48,14.395,65,7.0015,3,15,18,seoul
2011-11-25 21:00:00,3,0,1,2,15.67,12.67,5.3333,10.0,142,20,162,incheon
2012-04-23 01:00:00,1,0,0,1,6.67,7.67,8.0,4.3333,81,11,92,seoul
2012-12-29 15:00:00,2,0,0,3,10.67,14.67,8.0,4.6667,77,18,95,incheon
2012-09-03 19:00:00,4,1,0,1,4.67,16.0,6.6667,3.6667,16,4,20,incheon
2012-10-13 17:00:00,2,1,0,1,8.67,20.0,5.0,5.0,83,3,86,seoul
2011-03-16 03:00:00,1,1,0,2,11.67,9.67,3.3333,6.3333,59,13,72,busan
2012-01-25 10:00:00,1,1,0,1,10.0,11.67,5.3333,9.0,144,18,162,busan
2011-05-11 13:00:00,3,0,0,3,7.67,9.33,8.6667,4.0,114,13,127,incheon
2011-05-15 09:00:00,3,1,0,2,14.33,13.33,8.6667,5.3333,40,7,47,busan
2012-07-12 03:00:00,1,1,1,2,16.67,19.33,7.6667,6.3333,65,15,80,busan
2012-10-14 20:00:00,4,0,0,1,22.14,25.76,73,15.0013,48,198,246,seoul
2011-10-07 05:00:00,4,0,1,1,17.22,21.21,82,0,3,24,27,seoul
2012-11-24 02:00:00,4,1,0,1,15.0,17.33,6.3333,9.3333,19,3,22,busan
2012-08-11 23:00:00,2,0,0,3,4.0,18.67,7.0,10.0,105,6,111,incheon
2011-02-06 12:00:00,1,1,1,3,14.33,15.67,6.0,4.0,148,14,162,incheon
2012-02-02 22:00:00,2,0,1,2,6.0,10.33,7.0,4.3333,24,10,34,incheon
2011-10-14 07:00:00,3,1,0,2,13.0,9.33,9.3333,6.0,135,18,153,incheon
2012-09-03 01:00:00,1,1,1,3,12.0,19.67,5.0,3.3333,29,14,43,busan
2012-04-12 12:00:00,2,0,0,3,8.67,16.33,5.0,5.0,84,9,93,incheon
2012-02-09 23:00:00,1,0,1,2,12.3,16.665,52,0,9,75,84,seoul
2012-01-03 02:00:00,4,1,1,3,8.0,16.33,6.3333,6.3333,63,2,65,busan
2011-04-06 12:00:00,2,1,1,1,5.67,20.0,7.3333,7.0,85,3,88,seoul
2011-07-28 20:00:00,3,1,0,2,11.0,6.67,6.3333,6.6667,90,18,108,incheon
2011-10-02 15:00:00,4,0,1,3,4.0,14.67,8.0,4.6667,37,14,51,seoul
2012-03-22 07:00:00,4,1,1,1,11.67,12.67,4.6667,10.0,23,19,42,seoul
2012-04-20 21:00:00,3,0,0,1,3.67,18.0,6.3333,5.3333,68,1,69,busan
2011-08-13 06:00:00,4,1,1,2,16.0,16.33,4.3333,8.0,150,6,156,busan
2011-03-18 18:00:00,1,0,1,2,6.33,10.0,3.6667,4.0,62,7,69,seoul
2011-09-18 03:00:00,4,0,1,3,10.67,13.67,4.3333,6.6667,117,17,134,incheon
2012-03-06 22:00:00,1,1,0,2,4.0,20.0,5.0,4.3333,69,16,85,busan
2011-04-17 14:00:00,2,0,0,1,21.32,25,34,26.0027,170,191,361,seoul
2011-09-18 04:00:00,3,0,0,1,18.04,21.97,77,15.0013,1,0,1,seoul
2011-07-24 12:00:00,1,0,1,3,5.33,11.33,9.3333,4.6667,3,5,8,busan
2011-03-03 13:00:00,3,1,1,2,15.33,15.33,6.3333,5.0,83,4,87,incheon
2011-10-02 12:00:00,4,1,0,3,8.67,18.33,6.3333,10.0,36,1,37,seoul
2011-09-05 09:00:00,3,1,0,3,27.88,31.82,74,11.0014,63,89,152,seoul
2011-09-12 00:00:00,3,1,1,1,6.33,18.67,6.6667,4.6667,51,3,54,seoul
2012-09-18 05:00:00,1,1,0,2,14.67,19.67,8.6667,6.3333,136,5,141,seoul
2011-03-23 06:00:00,1,0,1,1,8.0,15.67,8.3333,6.0,43,12,55,busan
2012-12-12 09:00:00,4,0,1,2,11.48,14.395,61,8.9981,13,272,285,seoul
2011-10-17 05:00:00,3,1,1,1,10.33,8.67,7.3333,10.0,4,10,14,busan
2012-11-24 18:00:00,2,0,0,2,6.67,13.0,5.3333,10.0,114,14,128,busan
